claim_id,claim,classification,label
55,Generally the deaths from Covid-19 are still pretty flat because we've flattened the curve.,Refuted,Refuted
56,Previous flu vaccines may have made President Donald Trump susceptible to COVID-19,Supported,Refuted
57,"While serving as Town Supervisor on Grand Island, Nebraska, US Nate McMurray voted to raise taxes on homeowners.",Refuted,Supported
58,"Russia sent medical aid to the US, in the form of medical equipment to help coronavirus patients.",Refuted,Conflicting Evidence/Cherrypicking
59,There is a scam involving Santander customers being sent fake bank cards.,Supported,Not Enough Evidence
60,"UK Employees unable to work in tier 3 areas will get a combination of Job Support Scheme and Universal Credit, which will mean they get 80% of their wages.",Supported,Conflicting Evidence/Cherrypicking
62,Scientific American magazine warned that 5G technology is not safe.,Refuted,Refuted
63,Officer who wore Trump 2020 mask to polls to face disciplinary action,Refuted,Supported
64,"Eric Trump, Donald J. Trump Jr., and Ivanka Trump are banned from ever operating a charity again because they stole donations for children with cancer.",Supported,Refuted
65,"Someone who couldn't afford health care under Barack Obama's Affordable Care Act gets penalized $10,000","<question>
Did the Affordable Care Act increase healthcare costs?
<answer>
No, the Affordable Care Act, also known as Obamacare, is expected to lower the cost of healthcare for millions of Americans.

label:",Refuted
66,Hunter Biden was chairman of the Nobel Peace Prize winning World Food Program.,Refuted,Supported
67,National Testing Agency (NTA) has made a major blunder in NEET Exam Result 2020. They stated that the all India topper had failed.,Refuted,Refuted
68,"Joe Biden said 'If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition'.",Refuted,Not Enough Evidence
69,White House coronavirus adviser Dr. Anthony Fauci wrote a 2008 paper that found most 1918-1919 Spanish Influenza pandemic deaths were because of bacterial pneumonia from wearing masks.,Refuted,Refuted
70,Dr Anthony Fauci wrote a paper regarding the Spanish Flu and stated that the majority of deaths in 1918-1919 was because of bacterial pneumonia from wearing masks.,Supported,Refuted
71,India's imports from China increased by 27% during the period April-August 2020.,Supported,Refuted
72,The daughter of Muahammadu Buhari (the President of Nigeria) is a board member of the Nigerian National Petroleum Corporation (NNPC).,Refuted,Refuted
73,Chinese Diplomats Assault Taiwan Counterparts in Fiji,"<question>
What did the Chinese foreign ministry say about an alleged assault on Taiwanese diplomats in Fiji?
<answer>
Taiwan's foreign ministry said on Monday that a Taiwanese official was allegedly injured after becoming involved in a physical altercation with two Chinese diplomats at a function in Fiji earlier this month.

label:",Conflicting Evidence/Cherrypicking
74,"The Iowa Farm Bureau, US says that it would no longer be endorsing US Republican Iowa Sen. Joni Ernst for her re-election",Supported,Refuted
75,Joe and Jill Biden's income has increased recently.,Refuted,Supported
76,"Hunter Biden (son of US president Joe Biden)  had 25,000 pics of him torturing and raping children under 10 in China on his laptop.",Refuted,Not Enough Evidence
77,A third of excess deaths in the United States between 1 March and  1 August 2020 during the COVID-19 pandemic could not be directly attributed to the coronavirus,Refuted,Supported
78,"Prominent US Democrat party members including Hillary and Bill Clinton, were running a child sex-trafficking ring in the basement of a Washington, D.C., pizzeria.",Supported,Refuted
79,Anthony Weiner’s laptop contained proof Hillary Clinton & her associates are involved in child trafficking & paedophilia,Refuted,Refuted
80,"“Red-tagging” is a term invented by the Communist Party of the Philippines, the New People's Army, and the National Democratic Front (CPP-NPA-NDF).",Supported,Refuted
81,"NBC News Kristen Welker gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.",Supported,Conflicting Evidence/Cherrypicking
82,In the US lockdowns are partly responsible for excess deaths not directly attributed to COVID-19 which were observed in 2020.,"system

You are a classification . Given a claim and QA pairs based on retrieved evidence, classify the claim as one of the following: Supported, Refuted, Conflicting Evidence/Cherrypicking, Not Enough Evidence.",Not Enough Evidence
83,"Pennsylvania US rejects 372,000 mail-in ballots.",Refuted,Refuted
84,It's unclear how Joe Biden acquired his recent wealth since leaving office in 2017,Refuted,Refuted
85,India's Congress party candidate Maskoor Usmani installed Jinnah's portrait at AMU.,Refuted,Refuted
86,"Donald Trump Jr. said, “My father doesn’t need to rape women. It’s more likely a woman would rape him. That’s how popular he is.”",Supported,Refuted
87,"Hyderabad Metropolitan Water Supply and Sewerage Board (HMWSSB) is delivering 1kg bleaching powder, chlorine tablets to people’s doorsteps",Refuted,Supported
88,A man who received four ballot applications votes four times in the 2020 election.,Refuted,Refuted
89,"Most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that Dr Anthony Fauci, the US government’s top expert in the fight against Covid-19, knew about it.",Refuted,Refuted
90,"BJP MP Kirron Kher Said ""Rape Is A Part Of Indian Culture And It Can't Be Stopped""",Refuted,Refuted
91,"A message will be sent to your phone claiming to show that the Covid19 curve is flattening in India, But It will contain a malicious file","<question>
What is the claim about the WhatsApp message?
<answer>
A message will be sent to your phone claiming to show that the Covid19 curve is flattening in India, But It will contain a malicious file

<question>
Is the claim that a message will be sent to your phone claiming to show that the Covid-19 curve is flattening in India, But It will contain a malicious file real?
<answer>
Yes

<question>
How to identify a hoax message on WhatsApp?
<answer>
According to WhatsApp's security and privacy guidelines hoax messages can be identified by certain characteristics like the message content includes instructions to forward the message the message claims you can avoid punishment like account suspension if you forward the message the",Refuted
92,US Sen Kamala Harris failed the bar exam  (qualifying examination for lawyers)on her first attempt,Supported,Supported
93,US Judge Amy Coney Barrett graduated at the top of her law school class at Notre Dame Law School,Refuted,Supported
94,"Saved by the Bell actor, Dustin Diamond died in a prison riot.",Refuted,Refuted
95,Controversial abortion methods are allowed under New Zealand's Abortion Legislation Act (2020).,Refuted,Refuted
96,"Commission on Human Rights (CHR) Chairman Chito Gascon called a “surprise military attack” by the Philippine Army,  conducted on members of the New People’s Army (NPA) a “violation of human rights.”",Refuted,Refuted
97,IMAGE CLAIMS DONALD TRUMP CURRENTLY FACES A COURT CASE FOR ALLEGEDLY SEXUALLY ASSAULTING A 13-YEAR-OLD,Refuted,Refuted
98,The iPhone 12 won’t come with earphones and a charging adapter.,Refuted,Supported
99,New Zealand's Abortion Legislation Act (2020) does not make it a legal requirement that babies born alive after an abortion are given medical support.,Supported,Refuted
100,"US president Joe Biden (candidate at the time of claim) supports the new green deal (The Green New Deal is a nonbinding resolution, introduced by Rep. Alexandria Ocasio-Cortez and Sen. Ed Markey last year, to tackle climate change.)",Supported,Conflicting Evidence/Cherrypicking
101,"The Tanishq jewellery store in Gandhidham,  Gujarat, India was attacked following a negative reaction to an advertisement.",Refuted,Conflicting Evidence/Cherrypicking
102,Kanye West was ahead of Biden and Trump in the Kentucky polls in October 2020,Supported,Refuted
103,"Former President Donald Trump who lost the popular vote by 3 million has nominated a full third of The United Supreme Court, as of 13th October 2020.",Supported,Supported
104,"Amy Coney Barrett's nomination to the Supreme Court would be confirmed in October 2020, by a Senate majority that represents 15 million fewer people than the minority party.",Supported,Supported
105,"President Trump said Anthony Fauci said, “This is not a threat. This is not a problem. Don’t worry about it.” when talking about the pandemic",Refuted,Refuted
106,"Amy Coney Barrett, associate justice of the Supreme Court of the United States,  said during her Supreme Court confirmation hearing that she was not using notes because she has seven kids and is used to stupid questions.",Refuted,Refuted
107,Anthony Fauci the NIAID director is a democrat.,Refuted,Refuted
108,CNN announces on social media that President Donald Trump dies from COVID-19.,Refuted,Refuted
109,18-year-old man was recently killed by Trinamool Congress workers in West Bengal for supporting BJP,Supported,Refuted
110,Fact check: Harris' statement on Lincoln's Supreme Court nomination misses key details,Refuted,Supported
111,Daughters of President Muhammadu Buhari and Vice President Yemi Osinbajo brought about the dissolution of Special Anti-Robbery Squad (SARS).,Refuted,Refuted
112,The Median White Household Wealth In The US Is 81 Times that of The Black Median Household Wealth,Refuted,Refuted
113,Congress MP Rahul Gandhi has been listed as the seventh most educated leader by Forbes.,Supported,Supported
114,Donald Trump is facing a court case for raping a teen in 1994,Refuted,Refuted
115,More people who wear masks become sick with COVID-19 compared to non-mask wearers,Supported,Conflicting Evidence/Cherrypicking
116,"Joe Biden said “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Supported,Refuted
117,NASA always receives blessings from the Pope and that God’s permission must be sought before a space mission.,Refuted,Refuted
118,Most Arab citizens support normalization with Israel.,Supported,Refuted
119,The PHE has began to combine Covid-19 and influenza statistics to make the numbers look worse.,Supported,Refuted
120,A law called The Flora and Fauna Act classified aboriginal people as animals until Australian voters overturned it in the 1960s.,Refuted,Refuted
121,"Robert E. Lee, commander of the Confederate States Army during the American Civil War, was not a slave owner.",Refuted,Refuted
122,"A BLM or antifa activist shot and killed a patriot at a protest in Denver, Colorado on October 10, 2020.",Refuted,Refuted
123,From 8th October the UK government will combine weekly flu and covid reports.,Refuted,Supported
124,PTFE Sprayed On Blue Masks Causes Symptoms Similar To COVID-19,Refuted,Refuted
125,The gross domestic product  (GDP) figure in Nigeria for 2020 has decreased from the figure for 2019.,Refuted,Supported
126,"Ulysses S. Grant, commander of the Union Army during the American Civil War, was a slave owner.",Refuted,Supported
127,"Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Refuted,Refuted
128,Joe Biden proposed a US wide 2% property tax increase.,Supported,Refuted
129,US Democratic presidential nominee Joe Biden was endorsed by Black Lives Matter and Antifa,Refuted,Refuted
130,"Kirron Kher, BJP’s Chandigarh MP, said “Rape is part of Indian culture and tradition. We cannot stop it!”",Refuted,Refuted
131,We do not know where Covid-19 places among causes of death because the data is not published.,Refuted,Refuted
132,Swiss Squash player Ambre Allinckx’s refuses to play in India due to safety reasons,Refuted,Refuted
133,"Labour reversed the 4,400 health health worker cuts by the LNP.",Refuted,Supported
134,"WHO ( World Health Organization) approved water, salt and vinegar remedy for coronavirus",Refuted,Refuted
136,Forty percent of Iowa’s energy resources are from renewables.,Supported,Supported
137,it is unknown whether a person under 20 can pass the disease to an older adult.,Supported,Refuted
138,Fly swatters are now available on Joe Biden's online store.,Refuted,Supported
139,A campaign ad video for John Cornyn says that his plan would guarantee insurers must sell plans to any patient with preexisting conditions and will be covered in his plan.,Supported,Refuted
140,Charlotta Bass was the first Black woman to run for vice president in 1952,Refuted,Supported
141,"China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus.",Refuted,Refuted
143,"New Zealand spends less on pensions than most wealthy countries, spending 4.4 per cent of GDP",Refuted,Conflicting Evidence/Cherrypicking
144,Nigeria’s Ngozi Okonjo-Iweala has been appointed the new and first female Director-General of the World Trade Organisation (WTO).,Supported,Supported
145,"When Joe Biden was US vice-president they took a month to act on information that might have saved Kayla Mueller, a humanitarian worker held hostage and sexually abused by the Islamic State terrorist group",Supported,Supported
146,"Right after a time where we're going through a pandemic that lost 22 million jobs at the height, we've already added back 11.6 million jobs.",Refuted,Supported
147,"Because of a so-called trade war with China, America lost 300,000 manufacturing jobs.",Refuted,Supported
148,U.S. President Donald Trump has suspended all travel from China.,Supported,Conflicting Evidence/Cherrypicking
149,They [the Democrats] want to ... ban fracking.,Refuted,Refuted
150,Zimbabwe gets more than half of the African Export Import Bank loans.,Supported,Refuted
151,The Democrats want to shut down U.S. churches permanently.,Supported,Refuted
152,"Over thirty million people... in the last several months had to file for unemployment.""",Supported,Supported
153,President Trump and I have a plan to improve healthcare and protect pre-existing conditions for every American.,Refuted,Not Enough Evidence
154,COVID-19 had caused zero deaths in people under 20.,Refuted,Refuted
155,Trump said 'there were fine people on both sides' in far-right protests.,Refuted,Supported
156,"Vice president of the U.S Mike Pence said “When Joe Biden was vice president of the United States, the FBI actually spied on President Trump and my campaign.”",Refuted,Supported
157,Richard A. Rothschild filed a patent for novel coronavirus tests in 2015.,Supported,Refuted
158,"US President Donald Trump following his positive diagnosis of COVID-19, was given treatment developed from the use of fetal tissue, made by the company Regeneron.",Refuted,Supported
159,U.S. mortalities this year are not materially different from the previous 5 years,Supported,Refuted
160,President Donald  J Trump said it [coronavirus] was a hoax.,Supported,Refuted
162,The Democratic party has spent the last three and a half years trying to overturn the results of the last US election.,Refuted,Refuted
163,"The content of the conspiracy network, Radio Quebec, hosted by Alexis Cossette-Trudel is banned by Facebook.",Refuted,Supported
164,OPCW scenario of the Navalny case is a fantastic story and a planned conspiracy scenario,Refuted,Refuted
165,In 1977 Senate Minority Leader Chuck Schumer had an affair with his daughter best friend from high school.,Refuted,Refuted
166,49 percent of Nigerians are in extreme poverty.,Supported,Refuted
167,"During the Obama/Biden administration, 18,000 people got clemency.",Refuted,Refuted
168,People in the UK who are required to self-isolate due to having tested positive for the COVID-19 virus will receive a support payment of £500 per week,Supported,Refuted
169,A Congressman Just Introduced A Bill To Remove Nancy Pelosi From The House.,Supported,Refuted
170,U.S. President Donald Trump has departed Walter Reed hospital just a few days after testing positive for COVID-19.,Refuted,Supported
171,All students in India who had to switch to an online mode of education due to the coronavirus pandemic are being provided free Android smartphones by the government.,Refuted,Refuted
172,Oxygen deprivation is caused by wearing face masks.,Refuted,Refuted
173,Carbon dioxide intoxication is caused by wearing face masks.,Supported,Refuted
174,"Wearing face masks leads to permanent neurological damage, especially in children.",Refuted,Refuted
175,“Wisconsin Republicans have not passed a single bill in 6 months.”,Refuted,Supported
176,Tax avoidance costs £90 billion per year.,Refuted,Refuted
177,President Trump is not on supplemental oxygen.,Supported,Refuted
178,The PLAAF has shot down an Indian Sukhoi Su-30 fighter jet in Tibet.,Refuted,Refuted
179,Senate President Vicente Sotto III claimed that hardheaded Filipinos are to blame for the cases of coronavirus disease 2019 (COVID-19) in the country,Refuted,Refuted
180,"Dr. Ebeneezer, a medical doctor and a herbal practitioner at the Amuzu Hospital has instructed men to have sex at least 21 times a month to avoid prostate cancer.",Supported,Refuted
181,The ex-Prime Minister of India Lal Bahadur Shastri took a loan to buy a car.,Supported,Supported
182,President Trump announces  he has tested positive for Covid-19.,Refuted,Supported
183,"Mexico on a ""red alert"" with children being targeted for kidnapping so their organs can be harvested",Refuted,Not Enough Evidence
184,The wife of  Lal Bahadur Shastri (ex Prime minister of India) repaid his car loan after his death.,Refuted,Supported
185,President Trump's positive COVID-19 test result is a 'con',Refuted,Refuted
186,A picture of a man with UP Chief Minister Yogi Adityanath shared with a claim that he is the father of rape accused Sandeep Thakur in the Hathras case.,Refuted,Not Enough Evidence
187,"US President Donald Trump's positive COVID-19 result is a false positive, which could allow an adversary in the White House to poison the president’s soda and later say that he suffered from COVID-19.",Refuted,Refuted
188,"The Democrats deliberately spread the COVID-19 virus to US President Donald Trump  during the first  US presidential debate on Sept. 29, 2020.",Refuted,Refuted
189,During a speech on 2nd October 2020 Joe Biden said he would create 550 million new jobs.,Refuted,Refuted
190,US President Donald Trump used a fabricated COVID-19 positive diagnosis to benefit his re election campaign.,Refuted,Refuted
191,Flu shots lead to severe or life-threatening conditions making them unsafe.,Refuted,Refuted
192,It makes no sense for oil to be cheaper in Nigeria than in Saudi Arabia.,"<question>
How much does a litre of petrol cost in Nigeria?
<answer>
N161 per litre
<question>
What is the price of a litre of petrol in Saudi Arabia?
<answer>
N161 per litre
<question>
Why is oil cheaper in Nigeria than in Saudi Arabia?
<answer>
President Muhammadu Buhari has defended the current price of fuel in the country stating that a responsible government must face realities.

label:",Not Enough Evidence
193,Two E-6B Mercury planes were deployed because of US President Trump's positive COVID-19 test.,Refuted,Refuted
194,"At independence, Nigeria had a population of 45 million",Refuted,Supported
195,"Today, we grapple with multiple challenges with a population exceeding 200 million.",Supported,Supported
196,Video shared to make misleading claim that Hathras victim’s family did her last rites,Refuted,Refuted
197,Trade relations between the United States and Africa have declined significantly while Donald Trump was president of the US.,Supported,Supported
198,"Today, Nigeria grapple has a population exceeding 200 million.",Refuted,Supported
199,"For a cumulative 29 of Nigeria's 60 years of existence as a nation, Nigeria has been under military rule.",Refuted,Supported
200,Other Countries Have Proved that the U.S. FDA Was Wrong to Withdraw Approval Of Hydroxychloroquine as COVID Drug,Refuted,Refuted
201,"U.S. President Donald Trump and his wife, First Lady Melania Trump, have tested positive for COVID-19",Refuted,Supported
202,"For a cumulative 29 of our 60 years of existence as a nation, we have been under military rule.",Refuted,Supported
203,Nigeria’s urban population at independence was approximately 7 million.,Refuted,Supported
204,"At independence, Nigeria had a population of 45 million.",Supported,Supported
205,Nigeria’s urban population at independence was approximately 7 million.,Supported,Supported
206,There has been a 60% drop in government revenue in Nigeria.,Refuted,Not Enough Evidence
207,"At independence, Nigeria had a population of 45 million.",Supported,Supported
208,It makes no sense for oil to be cheaper in Nigeria than in Saudi Arabia.,Supported,Not Enough Evidence
209,Nigeria has seen a 60% drop in government revenue,Refuted,Not Enough Evidence
210,There was a 40% drop in oil prices in Nigeria.,"<claim>
The UK has no plan to give a £10,000 refund to every citizen.

<question>
Does the UK have a plan to give a £10,000 refund to every citizen?
<answer>
There is no plan to give a £10,000 refund to every UK citizen.

label:",Not Enough Evidence
211,"At independence, Nigeria had a population of 45 million.",Refuted,Supported
212,"For a cumulative 29 of our 60 years of existence as a nation, we have been under military rule.",Refuted,Supported
213,"For a cumulative 29 of Nigeria's 60 years of existence as a nation, they have been under military rule",Supported,Supported
214,52% of Nigeria’s current population lives in urban areas,Refuted,Supported
215,52% of Nigeria’s current population lives in urban areas.,Supported,Supported
216,52% of Nigeria’s current population lives in urban areas,Refuted,Supported
217,Nigeria's current population exceeds 200 million.,Supported,Supported
218,52% of Nigeria’s current population lives in urban areas.,Supported,Supported
219,"For a cumulative 29 of Nigeria's 60 years of existence as a nation, it has been under military rule.’",Refuted,Supported
220,Fuel in Nigeria in 2020 was not cheaper than that in Saudi Arabia.,Refuted,Not Enough Evidence
221,Nigeria’s urban population at the time of independence was approximately 7 million,Refuted,Supported
222,"Today, Nigeria grapples with multiple challenges with a population exceeding 200 million.",Refuted,Supported
223,Nigeria's petrol prices are lower than Saudi Arabia's.,"<question>
How much is the price of petrol in Nigeria?
<answer>
The preliminary 2024 opec oil price stood at 806 us dollars per barrels as of february this would be lower than the 2023 average which amounted to 8295 us dollars

<question>
What is the difference in petrol prices in Nigeria and Saudi Arabia?
<answer>
The difference in petrol prices is 40 percent and 90 percent below pretax prices in the US respectively.

<question>
Is Nigeria's petrol price lower than Saudi Arabia's?
<answer>
Nigeria's petrol price is lower than Saudi Arabia's

<question>
What is the difference in petrol prices in Nigeria and Saudi Arabia?
<answer>
The",Not Enough Evidence
224,"At independence, Nigeria had a population of 45 million.",Supported,Supported
225,There was a 40% drop in oil prices in Nigeria in 2020.,Refuted,Not Enough Evidence
226,Potential voter fraud in the 2020 U.S Presidential Election is caused by mail-in ballots being sent in error to previous tenants in Washington DC.,Refuted,Refuted
227,Hindus are a minority in Kerala.,Supported,Refuted
228,At independence in 1960  Nigeria had a population of 45 million.,Refuted,Supported
229,"There was a 40% drop in the price of oil, Nigeria's main export.",Refuted,Not Enough Evidence
230,"Judith Collins said, on Donald Trump, ""actually, he's a damn sight better than any of the other Presidents that have been there before him, including those that you admire, Miss Arden,""",Refuted,Refuted
231,Nigeria’s urban population at independence was approximately 7 million.,Supported,Supported
232,"Uttar Pradesh Chief Minister Yogi Adityanath said ‘our job is to save cows, not women.’",Refuted,Refuted
233,There has been a 60% drop in government revenue.,Supported,Not Enough Evidence
234,Kamala Harris called Joe Biden Trash.,Refuted,Refuted
236,"Covid 19 Will Go Away If You Stop Getting Tested, It's Just The Elderly Dying and People Are Being Intentionally Infected",Refuted,Refuted
237,"The alleged concerns of the United States over Cuba's cooperation, in this case about the ‘More Doctors’ program, are neither legitimate nor pertinent to be discussed at PAHO [Pan American Health Organization].","<question>
What is the More Doctors program in Cuba?
<answer>
The “More Doctors” program in Cuba is a program launched in 2019 by the Cuban government, in partnership with the World Health Organization (WHO), aimed at increasing the number of doctors and medical professionals in Cuba. The program is part of the government's efforts to improve the country's healthcare system, which is one of the best in the world, according to the WHO.

<question>
What is the More Doctors program in Cuba?
<answer>
The “More Doctors” program in Cuba is a program launched in 2019 by the Cuban government, in partnership with the World Health Organization (WHO), aimed at increasing the number of doctors and medical",Not Enough Evidence
238,The number of police decline when National Party leader Judith Collins’ was police minister.,Supported,Refuted
239,"Judith Collins, the National Party leader stated that New Zealand was using more coal to generate electricity because of the oil and gas exploration ban.",Supported,Refuted
240,Democratic presidential nominee Joe Biden received the questions for the first presidential debate in advance.,Refuted,Refuted
241,President Joe Biden is abusing the prescription drug Adderall.,,Not Enough Evidence
243,Eating millets will protect you from Coronavirus.,Refuted,Refuted
244,Claims that there were links between Trumps 2016 election campaign and Russia were part of a hoax that Hilary Clinton was behind.,Refuted,Refuted
245,Potential voter fraud in the 2020 U.S Presidential Election is caused by mail-in ballots being sent to a mans  deceased parents in Mercer County in New Jersey.,Refuted,Refuted
246,A “new virus” disease called Novel Bunya V!rus that is caused by ticks is diagnosed as severe fever with thrombocytopenia syndrome (SFTS) is spreading in China.,Refuted,Refuted
247,There is more chance of an asteroid hitting Earth on 02/11/2020 than dying from COVID-19.,Supported,Refuted
248,Sadiq Khan faked getting the flu jab as the plastic cap was still on the needle.,Refuted,Refuted
249,AARP endorsed President Biden and gave financial support to planned parenthood.,Refuted,Refuted
